lon	lat	depth	m_l	err_abs	err_avgrel	area
#						
#	Joint	Pamir-Hindu	Kush	earthquake	catalog	for
#	obtained	from	the	TIPAGE/FERGHANA/TIPTIMON	networks	
#	(Mechie	et	al.,	2012/Feld	et	al.,
#	between	2012-14	&	2008-10.		
#						
#	Pamir	events	are	mainly	relocated	from
#						
#	See	Kufner	et.	al.	2016	for
#	-	absError(km)	--	absolute	location	error
#	-	AveragedRelativeError (km)	--	averaged	relative	location
#	-	the	separation	in	deepPamir	and
#						
#	longitude(deg)	latitude(deg)	depth(km)	local_magnitude	absError(km)	AveragedRelativeError(km)
70.855	36.536	185.29	3.5	3.5	1.9	deepHinduKush
71.289	36.700	185.32	4.1	4.2	1.9	deepHinduKush
71.297	36.685	185.32	2.5	5.7	1.9	deepHinduKush
70.744	36.514	185.43	4.1	4.3	1.9	deepHinduKush
71.114	36.596	185.65	2.7	6.9	1.9	deepHinduKush
71.374	36.654	185.67	3.1	5.1	1.9	deepHinduKush
71.336	36.718	185.68	3.1	4.0	1.9	deepHinduKush
70.924	36.557	185.73	2.4	7.7	1.9	deepHinduKush
71.061	36.567	185.76	2.3	5.4	1.9	deepHinduKush
71.376	36.685	185.79	5.8	5.0	1.9	deepHinduKush
70.730	36.510	185.93	3.8	3.1	1.9	deepHinduKush
71.309	36.704	185.98	2.9	3.5	1.9	deepHinduKush
71.314	36.722	186.01	3.4	3.6	1.9	deepHinduKush
70.389	36.244	186.20	2.9	8.5	-	deepHinduKush
69.552	36.563	186.21	3.8	5.0	1.9	deepHinduKush
70.948	36.536	186.29	2.6	5.2	1.9	deepHinduKush
71.000	36.590	186.31	3.4	4.7	1.9	deepHinduKush
71.272	36.647	186.31	2.8	4.2	1.9	deepHinduKush
70.872	36.531	186.44	5.6	3.5	1.9	deepHinduKush
71.026	36.528	186.53	3.0	4.6	1.9	deepHinduKush
71.290	36.695	186.53	2.8	6.0	1.9	deepHinduKush
70.869	36.531	186.55	3.6	4.5	1.9	deepHinduKush
70.910	36.568	186.69	2.6	5.2	1.9	deepHinduKush
70.958	36.551	186.81	3.9	6.1	1.9	deepHinduKush
71.493	36.904	186.85	2.5	6.3	1.9	deepHinduKush
70.727	36.497	186.90	3.9	2.9	1.9	deepHinduKush
71.368	36.618	186.94	2.7	5.7	1.9	deepHinduKush
70.912	36.545	187.07	3.6	3.7	1.9	deepHinduKush
71.057	36.609	187.19	2.9	4.6	1.9	deepHinduKush
71.290	36.691	187.31	2.7	5.3	1.9	deepHinduKush
70.856	36.506	187.54	6.5	4.3	1.9	deepHinduKush
71.277	36.704	187.72	3.4	4.8	1.9	deepHinduKush
71.315	36.698	187.72	4.4	4.2	1.9	deepHinduKush
69.543	36.581	187.88	2.5	5.6	1.9	deepHinduKush
70.921	36.546	187.95	3.5	3.3	1.9	deepHinduKush
70.883	36.533	187.99	5.1	3.0	1.9	deepHinduKush
71.279	36.686	188.00	4.0	2.7	1.9	deepHinduKush
70.792	36.475	188.19	7.0	4.0	1.9	deepHinduKush
71.299	36.702	188.23	3.7	3.9	1.9	deepHinduKush
69.587	36.312	188.25	3.2	5.6	-	deepHinduKush
71.511	36.866	188.26	2.6	7.1	1.9	deepHinduKush
71.288	36.649	188.30	2.4	7.6	1.9	deepHinduKush
71.161	36.762	188.51	3.5	3.8	1.9	deepHinduKush
70.704	36.491	188.61	4.1	4.2	1.9	deepHinduKush
71.259	36.691	188.64	4.6	3.9	1.9	deepHinduKush
71.310	36.687	188.64	4.6	3.2	1.9	deepHinduKush
70.320	36.525	188.68	3.0	3.6	1.9	deepHinduKush
71.016	36.550	188.73	2.8	6.8	1.9	deepHinduKush
71.281	36.698	188.75	2.4	6.6	1.9	deepHinduKush
70.891	36.523	188.76	3.5	3.3	1.9	deepHinduKush
71.345	36.703	188.78	2.6	4.9	1.9	deepHinduKush
70.854	36.522	188.79	5.6	4.8	1.9	deepHinduKush
71.174	36.605	188.80	2.8	5.2	1.9	deepHinduKush
71.318	36.718	188.90	2.8	6.6	1.9	deepHinduKush
71.278	36.694	188.94	4.4	3.1	1.9	deepHinduKush
70.905	36.540	189.04	3.3	3.8	1.9	deepHinduKush
71.211	36.710	189.16	3.1	4.6	1.9	deepHinduKush
70.657	36.483	189.19	3.7	5.1	-	deepHinduKush
69.501	36.542	189.24	4.2	5.9	1.9	deepHinduKush
71.265	36.694	189.24	2.5	5.0	1.9	deepHinduKush
71.255	36.635	189.32	3.1	4.9	1.9	deepHinduKush
70.863	36.514	189.34	6.5	5.5	1.9	deepHinduKush
70.961	36.539	189.53	3.1	8.4	1.9	deepHinduKush
71.300	36.698	189.53	2.5	5.7	1.9	deepHinduKush
71.269	36.688	189.60	2.4	6.4	1.9	deepHinduKush
71.289	36.679	189.64	2.8	5.5	1.9	deepHinduKush
70.239	36.469	189.76	2.4	7.7	1.9	deepHinduKush
71.297	36.661	189.86	3.0	5.1	1.9	deepHinduKush
70.856	36.516	189.90	4.1	3.1	1.9	deepHinduKush
70.915	36.540	189.92	3.5	3.4	1.9	deepHinduKush
70.905	36.538	189.97	3.3	3.3	1.9	deepHinduKush
71.271	36.675	189.99	3.0	6.7	1.9	deepHinduKush
71.313	36.695	190.03	2.6	6.3	1.9	deepHinduKush
71.308	36.711	190.06	3.5	7.8	1.9	deepHinduKush
71.277	36.664	190.18	3.0	5.2	1.9	deepHinduKush
70.872	36.514	190.19	4.0	3.6	1.9	deepHinduKush
69.560	36.517	190.36	3.4	4.3	1.9	deepHinduKush
70.925	36.540	190.38	4.1	3.6	1.9	deepHinduKush
71.292	36.671	190.43	3.0	4.2	1.9	deepHinduKush
70.730	36.477	190.45	2.9	5.1	1.9	deepHinduKush
70.066	36.537	190.47	2.6	5.6	-	deepHinduKush
71.288	36.691	190.58	3.0	5.8	1.9	deepHinduKush
71.212	36.581	190.66	2.2	8.7	1.9	deepHinduKush
71.386	36.622	190.66	3.5	6.0	1.9	deepHinduKush
71.406	36.610	190.72	3.0	8.0	1.9	deepHinduKush
70.854	36.522	190.77	3.5	3.1	1.9	deepHinduKush
70.902	36.546	190.91	3.2	3.6	1.9	deepHinduKush
71.210	36.606	190.91	3.2	4.0	1.9	deepHinduKush
70.892	36.557	190.94	2.8	4.5	1.9	deepHinduKush
71.283	36.695	190.97	3.3	5.1	1.9	deepHinduKush
71.300	36.685	191.10	3.0	5.1	1.9	deepHinduKush
71.278	36.582	191.30	2.7	6.9	1.9	deepHinduKush
70.942	36.548	191.31	2.5	8.9	1.9	deepHinduKush
71.266	36.735	191.35	2.5	6.7	1.9	deepHinduKush
70.724	36.480	191.51	4.4	3.7	1.9	deepHinduKush
71.368	36.725	191.60	3.0	4.8	1.9	deepHinduKush
70.899	36.535	191.64	2.9	4.5	1.9	deepHinduKush
70.935	36.533	191.65	4.7	4.1	1.9	deepHinduKush
71.211	36.703	191.68	2.9	15.0	1.9	deepHinduKush
70.724	36.464	191.72	2.0	4.0	1.9	deepHinduKush
71.144	36.644	191.85	2.7	6.7	1.9	deepHinduKush
70.920	36.574	191.86	3.0	4.7	1.9	deepHinduKush
71.250	36.704	191.90	2.6	7.8	1.9	deepHinduKush
71.169	36.560	192.07	2.8	6.8	1.9	deepHinduKush
71.290	36.695	192.07	2.7	6.8	1.9	deepHinduKush
71.311	36.688	192.07	3.1	4.0	1.9	deepHinduKush
70.877	36.512	192.11	2.6	5.9	1.9	deepHinduKush
70.996	36.569	192.17	3.5	3.8	1.9	deepHinduKush
70.329	36.548	192.45	2.9	7.0	1.9	deepHinduKush
71.295	36.635	192.45	2.7	5.4	1.9	deepHinduKush
70.875	36.538	192.48	3.8	3.5	1.9	deepHinduKush
70.921	36.540	192.53	3.2	4.0	1.9	deepHinduKush
70.689	36.499	192.56	2.8	3.8	1.9	deepHinduKush
70.882	36.521	192.63	3.0	5.3	1.9	deepHinduKush
70.698	36.469	192.64	3.3	3.2	1.9	deepHinduKush
70.320	36.511	192.71	3.3	4.4	1.9	deepHinduKush
70.653	36.478	192.73	5.2	3.3	1.9	deepHinduKush
70.989	36.594	192.74	2.5	6.4	1.9	deepHinduKush
70.951	36.538	192.75	3.4	5.4	1.9	deepHinduKush
70.700	36.468	192.76	3.1	3.9	1.9	deepHinduKush
70.718	36.460	192.78	3.8	4.2	1.9	deepHinduKush
70.884	36.520	192.81	3.1	5.0	1.9	deepHinduKush
70.927	36.535	192.87	3.8	4.8	1.9	deepHinduKush
70.941	36.546	192.93	4.0	3.9	1.9	deepHinduKush
70.908	36.577	192.94	2.7	7.9	1.9	deepHinduKush
70.723	36.482	192.97	2.7	4.8	1.9	deepHinduKush
70.708	36.498	193.27	2.7	7.2	1.9	deepHinduKush
70.988	36.574	193.28	3.3	3.9	1.9	deepHinduKush
70.657	36.472	193.34	4.0	3.1	1.9	deepHinduKush
71.427	36.721	193.44	2.5	6.9	1.9	deepHinduKush
71.284	36.700	193.49	2.4	5.4	1.9	deepHinduKush
70.907	36.527	193.61	2.5	5.8	1.9	deepHinduKush
70.676	36.481	193.74	2.8	4.8	1.9	deepHinduKush
70.702	36.468	193.76	3.1	3.6	1.9	deepHinduKush
70.937	36.520	193.81	3.0	5.0	1.9	deepHinduKush
70.712	36.461	193.89	3.7	4.2	1.9	deepHinduKush
70.852	36.506	193.90	2.4	4.9	1.9	deepHinduKush
71.127	36.543	193.91	2.5	5.5	1.9	deepHinduKush
70.701	36.470	193.94	2.6	6.7	1.9	deepHinduKush
70.866	36.519	193.94	2.5	7.1	1.9	deepHinduKush
70.846	36.497	193.97	3.9	3.0	1.9	deepHinduKush
70.958	36.538	194.05	3.9	4.1	1.9	deepHinduKush
71.064	36.550	194.06	2.7	5.6	1.9	deepHinduKush
70.706	36.465	194.08	3.8	3.9	1.9	deepHinduKush
70.916	36.536	194.19	3.3	6.7	1.9	deepHinduKush
70.702	36.479	194.23	3.4	3.6	1.9	deepHinduKush
70.924	36.555	194.29	3.2	3.8	1.9	deepHinduKush
70.269	36.516	194.32	3.2	5.5	1.9	deepHinduKush
70.931	36.579	194.42	3.1	4.5	1.9	deepHinduKush
70.932	36.545	194.48	3.4	4.0	1.9	deepHinduKush
70.904	36.510	194.49	2.8	9.1	1.9	deepHinduKush
71.121	36.586	194.52	2.7	6.2	1.9	deepHinduKush
70.328	36.514	194.55	2.9	6.5	1.9	deepHinduKush
70.988	36.575	194.55	3.4	3.5	1.9	deepHinduKush
70.485	36.383	194.66	3.2	6.1	-	deepHinduKush
71.243	36.644	194.71	2.6	8.4	1.9	deepHinduKush
71.345	36.680	194.72	3.3	3.8	1.9	deepHinduKush
70.633	36.483	194.73	4.6	3.6	1.9	deepHinduKush
70.354	36.494	194.83	3.2	7.5	1.9	deepHinduKush
70.967	36.584	194.89	3.1	4.5	1.9	deepHinduKush
70.766	36.456	194.96	3.3	5.2	1.9	deepHinduKush
70.214	36.533	194.98	2.3	5.3	1.9	deepHinduKush
71.179	36.553	194.99	2.6	8.1	1.9	deepHinduKush
71.406	36.737	195.01	3.5	4.2	1.9	deepHinduKush
70.706	36.461	195.06	4.5	3.2	1.9	deepHinduKush
70.233	36.523	195.09	2.8	5.3	1.9	deepHinduKush
70.906	36.551	195.16	3.3	4.7	1.9	deepHinduKush
70.668	36.480	195.17	4.6	4.1	1.9	deepHinduKush
70.685	36.448	195.21	4.8	4.8	1.9	deepHinduKush
70.951	36.549	195.29	3.8	3.6	1.9	deepHinduKush
70.953	36.542	195.32	4.0	2.8	1.9	deepHinduKush
70.851	36.517	195.38	2.4	5.4	1.9	deepHinduKush
70.647	36.486	195.40	4.0	4.7	1.9	deepHinduKush
70.671	36.469	195.41	2.9	3.5	1.9	deepHinduKush
70.676	36.472	195.42	3.3	3.5	1.9	deepHinduKush
70.756	36.464	195.44	3.2	6.0	1.9	deepHinduKush
70.693	36.468	195.54	2.6	4.4	1.9	deepHinduKush
71.299	36.619	195.56	2.5	6.0	1.9	deepHinduKush
70.671	36.467	195.68	4.5	3.2	-	deepHinduKush
70.907	36.537	195.68	4.7	4.2	1.9	deepHinduKush
70.964	36.526	195.68	4.2	5.3	1.9	deepHinduKush
70.942	36.515	195.73	3.0	4.6	1.9	deepHinduKush
71.086	36.534	195.76	2.4	6.6	1.9	deepHinduKush
70.722	36.470	195.83	3.2	3.9	1.9	deepHinduKush
70.244	36.624	195.85	2.8	12.9	-	deepHinduKush
71.284	36.581	195.85	3.4	4.6	1.9	deepHinduKush
70.911	36.589	195.87	2.6	5.9	1.9	deepHinduKush
70.711	36.468	195.95	4.6	3.2	1.9	deepHinduKush
70.293	36.519	196.03	2.8	3.5	1.9	deepHinduKush
70.710	36.468	196.05	2.7	5.2	1.9	deepHinduKush
71.277	36.652	196.06	3.1	4.7	1.9	deepHinduKush
70.873	36.508	196.07	3.2	4.1	1.9	deepHinduKush
70.698	36.468	196.22	2.8	4.4	1.9	deepHinduKush
70.739	36.451	196.26	3.0	4.7	1.9	deepHinduKush
70.625	36.482	196.33	3.5	3.3	1.9	deepHinduKush
70.328	36.489	196.34	5.0	5.9	-	deepHinduKush
70.844	36.561	196.40	3.0	5.4	1.9	deepHinduKush
70.863	36.489	196.41	2.9	4.5	1.9	deepHinduKush
71.394	36.338	196.42	2.9	11.7	-	deepHinduKush
70.903	36.564	196.44	3.0	3.5	1.9	deepHinduKush
70.913	36.546	196.52	4.0	4.5	1.9	deepHinduKush
70.991	36.573	196.52	3.1	5.9	1.9	deepHinduKush
70.933	36.560	196.54	2.9	4.0	1.9	deepHinduKush
70.896	36.538	196.65	3.3	4.4	1.9	deepHinduKush
71.244	36.536	196.77	3.3	5.6	1.9	deepHinduKush
71.226	36.563	196.79	3.5	6.3	1.9	deepHinduKush
70.968	36.612	196.80	3.9	4.0	1.9	deepHinduKush
71.059	36.576	196.88	4.1	6.9	1.9	deepHinduKush
70.894	36.545	196.92	2.8	4.6	1.9	deepHinduKush
70.915	36.543	196.92	2.0	4.8	1.9	deepHinduKush
70.902	36.541	196.95	3.7	3.4	1.9	deepHinduKush
70.980	36.578	196.96	3.3	6.4	1.9	deepHinduKush
70.989	36.602	197.00	2.9	6.0	1.9	deepHinduKush
70.940	36.551	197.01	2.6	4.7	1.9	deepHinduKush
70.930	36.558	197.05	3.1	3.8	1.9	deepHinduKush
71.037	36.599	197.11	3.9	3.8	1.9	deepHinduKush
70.875	36.540	197.15	3.3	4.3	1.9	deepHinduKush
70.880	36.534	197.16	3.6	4.0	1.9	deepHinduKush
70.563	36.506	197.17	3.2	3.8	1.9	deepHinduKush
70.290	36.508	197.19	3.2	3.3	1.9	deepHinduKush
70.949	36.546	197.24	2.9	5.8	1.9	deepHinduKush
70.711	36.444	197.29	2.9	4.3	1.9	deepHinduKush
70.346	36.513	197.30	3.4	4.6	1.9	deepHinduKush
71.347	36.678	197.31	3.7	4.8	1.9	deepHinduKush
71.288	36.627	197.44	2.7	5.8	1.9	deepHinduKush
71.313	36.645	197.54	2.8	6.3	1.9	deepHinduKush
70.925	36.459	197.60	3.4	7.1	1.9	deepHinduKush
71.225	36.649	197.62	2.9	5.7	1.9	deepHinduKush
71.327	36.573	197.66	3.4	4.5	1.9	deepHinduKush
70.385	36.522	197.67	3.8	4.0	1.9	deepHinduKush
70.911	36.532	197.72	4.0	3.1	1.9	deepHinduKush
70.555	36.500	197.76	3.4	4.0	1.9	deepHinduKush
70.848	36.453	197.79	4.0	5.6	1.9	deepHinduKush
71.290	36.666	197.81	3.2	4.1	1.9	deepHinduKush
70.736	36.481	197.88	2.8	4.3	1.9	deepHinduKush
71.337	36.626	197.91	3.1	4.8	1.9	deepHinduKush
71.325	36.651	197.93	2.6	6.3	1.9	deepHinduKush
70.332	36.514	197.96	2.6	4.8	1.9	deepHinduKush
71.285	36.631	198.02	3.0	4.8	1.9	deepHinduKush
71.273	36.632	198.08	2.4	5.5	1.9	deepHinduKush
71.292	36.602	198.13	3.1	4.5	1.9	deepHinduKush
70.935	36.565	198.27	3.0	4.3	1.9	deepHinduKush
71.309	36.651	198.27	3.2	9.5	1.9	deepHinduKush
70.960	36.579	198.32	3.1	8.0	1.9	deepHinduKush
71.352	36.695	198.39	3.4	4.0	1.9	deepHinduKush
70.931	36.471	198.42	3.1	5.6	-	deepHinduKush
70.553	36.514	198.45	3.8	3.3	1.9	deepHinduKush
70.908	36.543	198.46	2.9	5.5	1.9	deepHinduKush
70.620	36.495	198.47	6.0	5.7	1.9	deepHinduKush
70.927	36.579	198.48	3.2	3.4	1.9	deepHinduKush
70.903	36.546	198.51	2.5	6.4	1.9	deepHinduKush
71.225	36.555	198.53	2.8	5.4	1.9	deepHinduKush
70.332	36.495	198.56	3.3	4.6	1.9	deepHinduKush
71.272	36.687	198.57	3.5	5.0	1.9	deepHinduKush
70.323	36.504	198.58	3.9	6.4	1.9	deepHinduKush
70.380	36.503	198.66	2.6	5.0	1.9	deepHinduKush
71.314	36.562	198.66	3.3	7.2	1.9	deepHinduKush
70.290	36.509	198.68	3.9	4.3	1.9	deepHinduKush
70.916	36.577	198.69	3.6	3.6	1.9	deepHinduKush
70.363	36.508	198.73	3.5	4.7	1.9	deepHinduKush
71.279	36.557	198.81	3.3	4.7	1.9	deepHinduKush
70.306	36.510	198.87	2.1	5.3	1.9	deepHinduKush
70.993	36.612	198.94	3.9	3.6	1.9	deepHinduKush
70.240	36.518	198.98	2.9	12.5	1.9	deepHinduKush
70.982	36.634	199.02	2.4	4.6	1.9	deepHinduKush
70.956	36.571	199.05	4.5	6.4	1.9	deepHinduKush
70.281	36.504	199.08	3.4	3.7	1.9	deepHinduKush
70.280	36.502	199.11	2.9	3.5	1.9	deepHinduKush
70.378	36.507	199.11	4.8	2.9	1.9	deepHinduKush
70.276	36.511	199.13	2.8	4.9	1.9	deepHinduKush
70.303	36.496	199.21	4.0	4.7	1.9	deepHinduKush
71.404	36.686	199.25	4.5	4.5	1.9	deepHinduKush
71.358	36.705	199.26	3.6	5.0	1.9	deepHinduKush
70.390	36.559	199.27	3.7	5.0	1.9	deepHinduKush
70.977	36.611	199.28	3.0	4.8	1.9	deepHinduKush
70.283	36.508	199.30	3.0	5.3	1.9	deepHinduKush
70.336	36.517	199.30	2.4	4.9	1.9	deepHinduKush
71.332	36.657	199.31	2.5	5.6	1.9	deepHinduKush
70.334	36.507	199.32	3.5	3.9	1.9	deepHinduKush
70.534	36.501	199.32	4.1	3.9	1.9	deepHinduKush
70.298	36.498	199.34	3.9	4.7	1.9	deepHinduKush
70.631	36.540	199.47	3.0	6.7	1.9	deepHinduKush
71.288	36.630	199.48	2.8	4.6	1.9	deepHinduKush
70.632	36.463	199.51	2.3	6.6	1.9	deepHinduKush
70.319	36.504	199.55	3.1	4.1	1.9	deepHinduKush
71.044	36.522	199.56	3.5	5.0	1.9	deepHinduKush
71.361	36.696	199.56	4.2	4.4	1.9	deepHinduKush
70.886	36.557	199.59	3.2	5.1	1.9	deepHinduKush
70.699	36.431	199.60	4.0	3.3	1.9	deepHinduKush
70.278	36.504	199.61	3.4	4.4	1.9	deepHinduKush
71.198	36.627	199.66	2.7	4.5	1.9	deepHinduKush
70.281	36.503	199.71	3.5	3.6	1.9	deepHinduKush
70.338	36.487	199.72	3.1	3.9	1.9	deepHinduKush
70.953	36.448	199.76	3.4	5.5	1.9	deepHinduKush
70.328	36.500	199.79	3.0	3.8	1.9	deepHinduKush
70.297	36.508	199.83	3.3	3.8	1.9	deepHinduKush
71.333	36.674	199.87	2.7	5.0	1.9	deepHinduKush
71.245	36.604	199.92	2.8	5.9	1.9	deepHinduKush
71.085	36.723	199.94	4.9	7.6	-	deepHinduKush
70.909	36.545	199.95	3.5	3.9	1.9	deepHinduKush
70.329	36.509	199.96	2.7	4.7	1.9	deepHinduKush
70.940	36.550	199.98	3.5	3.0	1.9	deepHinduKush
70.353	36.503	199.99	2.8	4.3	1.9	deepHinduKush
70.940	36.513	200.03	3.0	4.7	1.9	deepHinduKush
70.885	36.519	200.07	5.0	5.7	1.9	deepHinduKush
70.302	36.496	200.12	3.7	3.1	1.9	deepHinduKush
70.374	36.502	200.13	3.0	4.3	1.9	deepHinduKush
71.389	36.673	200.13	3.5	4.8	1.9	deepHinduKush
70.927	36.459	200.16	3.9	4.8	1.9	deepHinduKush
70.541	36.496	200.18	4.0	3.4	1.9	deepHinduKush
70.962	36.532	200.22	2.9	5.1	1.9	deepHinduKush
70.865	36.557	200.23	3.1	4.0	1.9	deepHinduKush
70.289	36.507	200.25	2.5	6.6	1.9	deepHinduKush
70.368	36.508	200.39	2.7	4.3	1.9	deepHinduKush
70.610	36.481	200.39	3.7	4.4	1.9	deepHinduKush
70.311	36.497	200.43	2.4	6.3	1.9	deepHinduKush
71.312	36.633	200.44	3.4	4.5	1.9	deepHinduKush
70.935	36.501	200.46	3.0	5.7	1.9	deepHinduKush
70.923	36.467	200.48	3.4	5.6	1.9	deepHinduKush
70.772	36.633	200.49	2.8	8.6	1.9	deepHinduKush
70.976	36.609	200.49	3.1	3.8	1.9	deepHinduKush
70.381	36.496	200.58	3.4	3.6	1.9	deepHinduKush
70.282	36.519	200.61	2.0	7.1	1.9	deepHinduKush
70.576	36.530	200.65	2.2	11.1	1.9	deepHinduKush
70.536	36.502	200.66	2.9	5.5	1.9	deepHinduKush
70.695	36.473	200.66	3.2	5.2	1.9	deepHinduKush
70.938	36.494	200.69	2.5	6.1	1.9	deepHinduKush
70.498	36.499	200.71	5.8	3.0	1.9	deepHinduKush
70.716	36.411	200.71	3.5	6.2	1.9	deepHinduKush
70.611	36.475	200.76	3.5	3.2	1.9	deepHinduKush
70.614	36.487	200.77	3.1	4.0	1.9	deepHinduKush
70.340	36.485	200.80	2.0	6.7	1.9	deepHinduKush
71.233	36.644	200.81	2.6	5.6	1.9	deepHinduKush
70.972	36.574	200.82	3.4	3.7	1.9	deepHinduKush
70.289	36.506	200.87	4.0	3.3	1.9	deepHinduKush
70.938	36.520	200.96	3.2	4.6	1.9	deepHinduKush
70.938	36.559	201.03	3.7	4.5	1.9	deepHinduKush
70.720	36.445	201.09	3.2	4.4	1.9	deepHinduKush
70.935	36.553	201.09	4.0	4.9	1.9	deepHinduKush
70.926	36.539	201.11	3.0	6.7	1.9	deepHinduKush
71.231	36.555	201.11	2.8	7.3	1.9	deepHinduKush
70.315	36.499	201.17	3.1	4.3	1.9	deepHinduKush
70.955	36.597	201.17	3.1	3.6	1.9	deepHinduKush
70.927	36.573	201.20	3.0	7.2	1.9	deepHinduKush
71.314	36.549	201.21	3.1	6.8	1.9	deepHinduKush
70.283	36.508	201.22	2.8	6.3	1.9	deepHinduKush
70.911	36.534	201.22	3.2	3.9	1.9	deepHinduKush
70.337	36.507	201.28	2.8	5.0	1.9	deepHinduKush
71.337	36.658	201.28	2.9	6.6	1.9	deepHinduKush
70.298	36.505	201.30	3.0	4.3	1.9	deepHinduKush
70.716	36.465	201.32	3.6	5.5	1.9	deepHinduKush
71.565	36.789	201.32	2.4	6.8	-	deepHinduKush
70.384	36.503	201.34	4.1	2.9	1.9	deepHinduKush
71.010	36.618	201.37	3.4	5.1	1.9	deepHinduKush
70.544	36.495	201.43	4.5	3.9	1.9	deepHinduKush
71.278	36.681	201.43	3.1	4.3	1.9	deepHinduKush
70.286	36.508	201.44	2.9	5.2	1.9	deepHinduKush
71.518	36.907	201.44	2.4	7.4	-	deepHinduKush
70.361	36.495	201.45	3.7	3.4	1.9	deepHinduKush
70.792	36.465	201.49	2.9	7.0	1.9	deepHinduKush
70.515	36.496	201.50	3.4	3.3	1.9	deepHinduKush
70.974	36.560	201.54	3.3	5.2	1.9	deepHinduKush
70.300	36.507	201.57	3.9	3.3	1.9	deepHinduKush
70.344	36.496	201.65	3.4	4.1	1.9	deepHinduKush
71.101	36.626	201.72	3.2	3.5	1.9	deepHinduKush
70.298	36.503	201.79	2.9	3.6	1.9	deepHinduKush
70.937	36.555	201.88	3.6	3.6	1.9	deepHinduKush
70.977	36.586	201.88	4.7	3.6	1.9	deepHinduKush
70.946	36.470	201.90	3.3	3.4	1.9	deepHinduKush
71.203	36.567	201.90	3.4	5.1	1.9	deepHinduKush
70.540	36.493	201.91	4.4	3.0	1.9	deepHinduKush
71.030	36.494	201.95	3.0	5.7	1.9	deepHinduKush
70.296	36.509	202.05	2.5	7.8	1.9	deepHinduKush
71.273	36.669	202.05	2.6	3.9	1.9	deepHinduKush
70.301	36.506	202.08	3.2	5.3	1.9	deepHinduKush
70.960	36.550	202.18	3.4	5.6	1.9	deepHinduKush
70.323	36.494	202.23	3.5	6.3	1.9	deepHinduKush
70.309	36.509	202.26	3.0	4.0	1.9	deepHinduKush
70.240	36.485	202.34	3.9	3.8	1.9	deepHinduKush
70.294	36.499	202.40	2.6	4.0	1.9	deepHinduKush
70.297	36.495	202.40	2.8	4.2	1.9	deepHinduKush
70.310	36.500	202.40	3.7	3.5	1.9	deepHinduKush
70.940	36.499	202.40	3.3	5.1	1.9	deepHinduKush
70.850	36.581	202.41	3.0	4.2	1.9	deepHinduKush
70.363	36.495	202.42	2.5	7.3	1.9	deepHinduKush
70.985	36.546	202.48	2.5	7.9	1.9	deepHinduKush
71.260	36.533	202.61	3.2	4.9	1.9	deepHinduKush
70.958	36.567	202.62	4.0	3.6	1.9	deepHinduKush
70.942	36.457	202.67	3.7	4.9	1.9	deepHinduKush
70.254	36.490	202.68	3.0	4.3	1.9	deepHinduKush
70.826	36.531	202.72	2.4	6.3	1.9	deepHinduKush
70.318	36.492	202.73	3.7	4.4	1.9	deepHinduKush
70.801	36.559	202.75	3.2	4.9	1.9	deepHinduKush
70.245	36.520	202.80	3.0	7.8	1.9	deepHinduKush
70.941	36.543	202.80	3.8	3.8	1.9	deepHinduKush
71.235	36.603	202.83	2.5	7.1	1.9	deepHinduKush
70.959	36.644	202.85	3.6	3.8	1.9	deepHinduKush
71.225	36.565	202.85	3.0	5.0	1.9	deepHinduKush
70.299	36.501	202.89	4.1	3.1	1.9	deepHinduKush
70.206	36.498	202.91	3.0	4.5	1.9	deepHinduKush
69.614	36.617	202.96	2.9	6.1	-	deepHinduKush
70.312	36.491	202.96	3.1	4.9	1.9	deepHinduKush
70.697	36.423	203.01	4.7	4.9	1.9	deepHinduKush
71.035	36.581	203.07	3.2	4.6	1.9	deepHinduKush
70.657	36.412	203.09	2.9	7.3	1.9	deepHinduKush
70.726	36.460	203.14	3.2	3.6	1.9	deepHinduKush
70.323	36.499	203.15	3.9	2.9	1.9	deepHinduKush
70.294	36.494	203.16	2.8	4.7	1.9	deepHinduKush
70.344	36.499	203.17	3.7	4.2	1.9	deepHinduKush
70.323	36.499	203.19	4.8	3.2	1.9	deepHinduKush
70.350	36.504	203.19	2.8	5.3	1.9	deepHinduKush
70.267	36.521	203.22	2.8	5.2	1.9	deepHinduKush
70.287	36.493	203.28	3.4	3.7	1.9	deepHinduKush
70.379	36.505	203.33	2.8	4.4	1.9	deepHinduKush
70.268	36.483	203.36	3.1	3.8	1.9	deepHinduKush
71.369	36.640	203.36	2.7	7.9	1.9	deepHinduKush
70.375	36.505	203.37	3.1	5.8	1.9	deepHinduKush
70.876	36.570	203.38	4.2	3.4	1.9	deepHinduKush
70.307	36.497	203.40	2.9	3.6	1.9	deepHinduKush
71.179	36.661	203.43	3.4	4.0	1.9	deepHinduKush
70.319	36.490	203.44	4.0	3.1	1.9	deepHinduKush
70.235	36.515	203.45	3.2	4.4	1.9	deepHinduKush
70.294	36.486	203.45	2.9	5.5	1.9	deepHinduKush
71.131	36.639	203.49	3.0	3.9	1.9	deepHinduKush
70.890	36.567	203.50	3.1	8.2	1.9	deepHinduKush
70.863	36.576	203.53	3.1	3.9	1.9	deepHinduKush
70.349	36.501	203.56	3.4	4.7	1.9	deepHinduKush
70.286	36.500	203.57	2.1	6.4	1.9	deepHinduKush
